url,title_version,model_year,mileage,engine,transmission,fuel,price,description
https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-10915252,Honda City 1.3 i-VTEC Prosmatec 2015,2015,"135,000 km",1300 cc,Automatic,Petrol,PKR 32.5 lacs,Urgently need to sellthe car. New tires installed recently. Never got into accident. Just like a Zero Meter car.
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-10886155,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,"52,000 km",1800 cc,Automatic,Petrol,"PKR 64 lacs
Financing starts at PKR 102,165/Month",Honda Civic UG 1ST Owner Genuine (1 Fender Spray) Spare Remote New Tyres Just Buy And Drive
https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-karachi-10802815,Honda Civic VTi 1.8 i-VTEC 2015,2015,"77,000 km",1800 cc,Manual,Petrol,PKR 28.45 lacs,"Honda civic MANUAL Hardtop, Model 2015, Black, First Owner, minor touch ups 3 to 4 pieces due to Faded Paint, New tyres, Located in DHA PHASE 6, Call After 3.00pm."
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-10915230,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,"175,000 km",1800 cc,Automatic,Petrol,"PKR 50.5 lacs
Financing starts at PKR 98,529/Month",100% Original Mileage Only back Half door and half fender touch Original book is available as well. All original documents are complete. Token tax is up to date.
https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-karachi-10847811,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2009,2009,"97,000 km",1800 cc,Automatic,Petrol,PKR 25.5 lacs,REBORN IMMACULATE CONDITION. B2B ORIGNAL.WELL MAINTAINED.NEAT AND CLEAN CONDITION.OWN SEALED ENGINE.SOUNDLESS DRIVE.ONLY SERIOUS BUYERS CONTACT
https://www.pakwheels.com/used-cars/honda-city-2009-for-sale-in-islamabad-10915129,Honda City 1.3 i-VTEC Prosmatec 2009,2009,"170,000 km",1300 cc,Automatic,Petrol,PKR 26.5 lacs,"city model 2009 islamabad num atou Complete original file is availble. Original smart of this car is also available. Fitted with new tires. Lightweight allow rims. All taxes paid. Petrol driven, . Sealed and powerful engine. Minor touchups. mechanical engine gear saspantion ok ac heater on . lac beck camera on . price almost final car visit taxila"
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-10915145,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,"25,000 km",1800 cc,Automatic,Petrol,"PKR 64.5 lacs
Financing starts at PKR 102,963/Month",Civic UG Vti Oriel 2021 Registered ( Karachi ) Totally Original Just 25000 km Spare Unused
https://www.pakwheels.com/used-cars/honda-civic-2025-for-sale-in-lahore-10915254,Honda Civic 1.5 RS Turbo 2025,2025,"25,500 km",1500 cc,Automatic,Petrol,Call for price,100% original. Orignal Book is available. Just like a Zero Meter car. Will be sold to nearest offer. All original documents are complete.
https://www.pakwheels.com/used-cars/honda-city-2003-for-sale-in-multan-10915223,Honda City EXi 2003,2003,"200,000 km",1300 cc,Manual,Petrol,PKR 12.5 lacs,"Home used car in a prestine condition, engine is in best condition, seats have new coverings, alloy rims, good suspensions and fine tyres, AC is good and functional. First check to your satisfaction and then buy. Serious buyers may contact on watsapp"
https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-lahore-10915244,Honda Civic VTi 1.8 i-VTEC 2009,2009,"132,000 km",1800 cc,Manual,Petrol,PKR 21 lacs,After Market Alloy rims. Fully maintained through authorized dealership. New tires installed recently. Driven on petrol throughout. Engine in pristine condition. Complete service details available. Token tax is up to date. Price is slightly negotiable. Urgently need to sell the car.
https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-lahore-10893773,Honda Civic VTi Prosmatec 1.8 i-VTEC 2009,2009,"136,500 km",1800 cc,Automatic,Petrol,PKR 22.95 lacs,"Salam civic reborn 2009/06 tons of mods done to the car outer showered, chat geniune h shyd baaki showered non accidental recently changed lazer iriduim plugs and transmission oil recently new poshish done documents are complete and original mods : paddle shifters installed and working climate control digital ambient lights red meters converted climate control lights also converted red cut off exhaust original fd2 japanese tweeters amp and basetube multimedia steering wheel body kits and side skirts front grill little spoiler aswell on the back some original parts also available like original AC buttons , front grill , meters , original ECU ( changed for paddle shifters ) etc etc rims jo photo main hai wo sath nae hain , original rims aur tyres 2022 k parey hai mere pass gari k sath wohe denge hum."
https://www.pakwheels.com/used-cars/honda-civic-1999-for-sale-in-karachi-10915281,Honda Civic EXi Automatic 1999,1999,"70,000 km",1500 cc,Automatic,Petrol,PKR 10.7 lacs,Honda civic 1999/2000 Automatic transmission fresh mahroon color outer shower inside genuine. Ac chilled new rim tyre Engine 100% changed update on book all documents clear original number plate Only calls or whtsup will entertain.
https://www.pakwheels.com/used-cars/honda-city-2012-for-sale-in-gujranwala-10915204,Honda City 2012,2012,"200,000 km",1300 cc,Manual,Petrol,PKR 28 lacs,"After Market Alloy rims. Authorized dealership maintained. Complete original file is availble . Complete service history available. Petrol driven, CNG never installed . Exchange option can be considered. As good as a brand new car. Never been into any accident."
https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-rawalpindi-10915184,Honda Civic VTi Oriel Prosmatec 1.6 2005,2005,"198,100 km",1600 cc,Automatic,Petrol,PKR 18.8 lacs,Honda civic 2005 vti oriel .. full option .. chat pillar geniune.. all work done .. just buy n drive ..2 digit numb .. seal all ok Demand 1880 chaskay walay or dealer hazrat dur rahay
https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-islamabad-10915276,Honda City Aspire 1.5 i-VTEC 2015,2015,"163,000 km",1500 cc,Manual,Petrol,PKR 34 lacs,Lightweight allow rims . Everything is in genuine condition . All service history log maintained. As good as a brand new car. Few paint touchups on the body . New tires installed recently . Never got into accident. Original book is available as well. Engine is good condition . Token tax is up to date. Price is flexible. Urgently need to sellthe car. No call/SMS will be answered after office hours. car can b seee 4 Pm in E11
https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-gujranwala-10867492,Honda City 1.3 i-VTEC 2021,2021,"36,000 km",1300 cc,Manual,Petrol,"PKR 39.9 lacs
Financing starts at PKR 99,078/Month",Bumper to Bumper orignal basic city new tyres android tv and back camera led lights smoth and soft drive call after 2PM only for serious buyers
https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-gujranwala-10865688,Honda City 1.5 i-VTEC Prosmatec 2017,2017,"106,500 km",1500 cc,Automatic,Petrol,"PKR 35.8 lacs
Financing starts at PKR 88,897/Month","* *Honda City 1st Owner (2017) - Mint Condition!* * - *Model:* Honda City 1.3 / 1.5 (AUTO/PROSMATIC) | *2017* - *Mileage:* *106,000 km* | Original, untouched! - *Condition:* _Accurate_, first owner, kept with care! - *Touch-ups Only 2 minor pieces touched."
https://www.pakwheels.com/used-cars/honda-n-box-2021-for-sale-in-lahore-10627244,Honda N Box Custom GL 2021,2021,"22,000 km",658 cc,Automatic,Petrol,PKR 31 lacs,N Box Costum Model 2021 Import 2024 Full Option Cruise Control Heated Seats One Auto Slide Door Parking Sensors Radar Much More Options
https://www.pakwheels.com/used-cars/honda-vezel-2015-for-sale-in-karachi-10915112,Honda Vezel Hybrid Z 2015,2015,"80,000 km",1500 cc,Automatic,Hybrid,PKR 44.2 lacs,"Clean cars aren’t for everyone — only people who know quality will understand this one • “Driven with extreme care — interior & exterior both in spotless condition.” • “Engine, suspension & hybrid system performing 100% perfectly.” • “Family-used car, not dealer-abused or rental-driven.” • “Recently serviced – no work required, just buy and drive.” • “Fuel average is excellent — a very economical hybrid.” • “Auction sheet verified — no hidden accidents or stories.” • “One of the cleanest Vezel options available in this category.” • “Hard to find this condition again — serious buyers will understand the value.” If you’re hunting for cheap deals, this isn’t your car. If you’re hunting for a clean ride, you’ve found it"
https://www.pakwheels.com/used-cars/honda-city-1998-for-sale-in-lahore-10915285,Honda City EXi 1998,1998,"200,000 km",1300 cc,Manual,Petrol,PKR 5 lacs,Honda City 1998 Model Lahore Registered Book File Original Engine Suspension Good Running Condition Power Windows Power Steering No Ac No Cng No Biometric Owner Id Card Available Tyres With Expensive Alloy Rims 30000 Token Short Pay On Buyer Price Finel See It Bahria Town Lahore
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-islamabad-10915229,Honda Civic Turbo 1.5 VTEC CVT 2016,2016,"95,000 km",1500 cc,Automatic,Petrol,"PKR 53 lacs
Financing starts at PKR 103,406/Month","Many parts have been custom fabricated of this civic to make this build a one of a kind in Pakistan. This car is the perfect blend of performance, • fully loaded civic turbo • Engine 10/10suspension 7/10genuine condition • Piano black side mirror installed and door handles. • Back civic si diffuser kit with custom made crystal light. • Carbon Steering Wheel • Steering wheel paddle shifters • Alcantara Roof •RS Seats black with red stitching • Carbon Fiber interior trims •Sound system Herts amplifier and 4 twitters & JBL woofer and speakers • Rs LED Headlights • LED Fog lamps • Type RFront Grill • US model front bumper original and custom Front Lip • Custom Metal Bonnet. • Si Side Skirts • Batman Roof Spoiler + Rs spoiler • Custom made back lights with carbon fibre trims •work emotion zr 10 rims •etc •exchanged possible with grande, Clean interior the room of the car is blacked out.NO work required. (1/2 pices touching rest car is original) (Only driven on high octane) Price is slightly negotiable. As good as a brand new car."
https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-lahore-10894409,Honda Civic 2005,2005,"218,731 km",1300 cc,Automatic,Petrol,PKR 18.75 lacs,its Honda civic Ferio model 2003 janapese varaient model 2003 clear in 2018 from islamabad and reg in islamabad orignal Air bags intact 120 percent water throwing engine and suspension recently all lubricants change along wid history no need to spend even a single penny just buy n drive climate control AC orgnal Air bags orgnal ferio body kits 100 percent non accidental guranteed All seals are orignal and intact Price is slightly negotiable. Lightweight allow rims. Never got into accident. Late 2004
https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-islamabad-10914989,Honda Civic Oriel 2022,2022,"89,000 km",1500 cc,Automatic,Petrol,"PKR 77 lacs
Financing starts at PKR 95,602/Month","Honda civic 2022 model Mint condition, beautiful car Tires are in good condition Engine suspension are mintt Price slightly negotiable"
https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-lahore-10915056,Honda Civic VTi Prosmatec 1.8 i-VTEC 2015,2015,"103,000 km",1800 cc,Automatic,Petrol,PKR 36.7 lacs,Orignal Number Plates Available Used As a Third Car Slighlt Used Total in Genuine Paint Spare Key Available
https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-peshawar-10915144,Honda Civic VTi Oriel Prosmatec 1.6 2005,2005,5 km,1600 cc,Automatic,Petrol,PKR 19.5 lacs,"Selling Urgently, Smart Card Available Original paint only 2-piece touching Original company engine Automatic Transmission Petrol Driven"
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-faisalabad-10915120,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,"79,000 km",1800 cc,Automatic,Petrol,"PKR 60 lacs
Financing starts at PKR 106,421/Month",Civic 2020 model UG. Total genuine only 3 inch paint work on one door. Brand new tyres. No work required. Genuine mileage company maintained. Neat n clan interior. 2nd owner. Biometric available on spot.
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-narowal-10915109,Honda Civic Oriel 1.8 i-VTEC CVT 2016,2016,"94,000 km",1800 cc,Automatic,Petrol,PKR 43.5 lacs,Alloy Rims. Original return file is available . Totally driven on petrol. Few paint touchups on the body .
https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-10914941,Honda Civic VTi Prosmatec 1.8 i-VTEC 2014,2014,"138,000 km",1800 cc,Automatic,Petrol,PKR 28.5 lacs,Honda Civic rebirth Model 2014 Sindh registration Auto Gair🥰 Android LCD back camera Saari shower hai roof genuine hai Abdar sy pack hai Engine suspension 100% ok tyre 75% Mileage 137169🫶 Aj ki date mn sale krni hai urgent Need cash Offers bhejein
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-10915133,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,"99,500 km",1800 cc,Automatic,Petrol,"PKR 51.75 lacs
Financing starts at PKR 100,967/Month",*HONDA CIVIC UG* *RED METER* *2018 END MODEL* *2019 REGISTER* *103K GENIUNE DRIVEN* *JUST 1 FENDER SHOWER REST THE CAR IS TOTALLY GENIUNE* *MECHANICAL PERFECT* *YOKOHAMA LIKE NEW TYRES*
https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-islamabad-10915108,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2008,2008,"180,000 km",1800 cc,Automatic,Petrol,PKR 26.85 lacs,it's just gift for Honda reborn lovers Totally seal pack car only 3 pics touch Expensive brand new Michelin tyres neat and clean car expensive zanon hids installed only 180 driven own engine price is very reasonable and final
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-multan-10915103,Honda Civic Oriel 1.8 i-VTEC CVT 2016,2016,"85,000 km",1800 cc,Automatic,Petrol,"PKR 47 lacs
Financing starts at PKR 100,036/Month",Inside out fully original. Petrol driven . Just like a Zero Meter car. Original Book is available. After Market Alloy rims. Never been into any accident. Urgently need to sellthe car. Token tax is up to date.
https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-10908641,Honda City 1.3 i-VTEC 2018,2018,"84,000 km",1300 cc,Manual,Petrol,"PKR 34.95 lacs
Financing starts at PKR 86,787/Month",Honda City 1.3 Manual Model 2018 Total Genuine Only 1 Back Fender Shower 84000 Km Driven Seal To Seal Pack 2nd Owner Engine 100% Okay Suspension 100% Okay Ac Or Heater 100% Okay Biomatric On The Spot Available Just Buy And Drive Location: Dha Phase 2 Block S Lahore Please Contact Me Anytime Thankyou
https://www.pakwheels.com/used-cars/honda-insight-2018-for-sale-in-lahore-10915059,Honda Insight EX 2018,2018,"69,000 km",1500 cc,Automatic,Hybrid,PKR 79 lacs,Home used car Just like brand new Amazing average Smooth drive No work Just buy and drive Minor negotiation possible Price all most final New tyres
https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-faisalabad-10575852,Honda City 1.3 i-VTEC 2013,2013,"147,000 km",1300 cc,Manual,Petrol,PKR 26.5 lacs,"Honda City 1.3 -2013- Manual Transmission •Engine Suspension & Brakes 100% perfect No work required •Minor Touch Ups Neat & clean car •New Tyres, Android panel Installed •Chilled AC •Just buy & Drive •Reliable family car •Token/Tax Up to Date •All original documents available •Car own my name •Biometric on the Spot •Serious Customer contact me"
https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-lahore-10914628,Honda Civic Oriel 1.8 i-VTEC CVT 2019,2019,"78,000 km",1800 cc,Automatic,Petrol,"PKR 53 lacs
Financing starts at PKR 103,406/Month",Want sale or exchange with small car Home used just by and drive 2nd owner 26 Dec 2018 ki invoice hy Baki Delivery or register 2019 January
https://www.pakwheels.com/used-cars/honda-city-2003-for-sale-in-bahawalpur-10915111,Honda City i-DSI 2003,2003,"155,555 km",1300 cc,Manual,Petrol,PKR 15.6 lacs,"As good as a brand new car. Lightweight allow rims. Price is flexible. Original Book is available. Original return file is available. All token taxes are paid to date. Urgently need to sellthe car. Petrol driven, CNG never installed. Paint touchups in a few places."
https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-khanewal-10914962,Honda City 1.2L M/T 2021,2021,"79,000 km",1200 cc,Manual,Petrol,PKR 40.25 lacs,Total genuine dealership maintained family car
https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-jhang-10915136,Honda City 1.5L ASPIRE M/T 2022,2022,"27,000 km",1500 cc,Manual,Petrol,PKR 52 lacs,"*Honda City Aspire 1500 cc (Manual Full Options)* Milage 27,000 Km Model 2022 *Demand 52 Lac* _Myself first owner one handed drive Banker's car _New Yokohama Advan db tyres 195/65 R15 _Honda genuine oil just changed _Honda genuine alloys rims. _Honda genuine cruise control company fitted. _Rear AC vents _Just buy and drive _Authorized dealership maintained _Complete service history available _New Daewoo Battery just Installed _Fully maintained through authorized dealership. _100% original . _Original return file is available . _All service history log maintained. _All token taxes paid till 2026."
https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-islamabad-10872414,Honda Civic VTi Oriel Prosmatec 1.6 2005,2005,"131,836 km",1600 cc,Automatic,Petrol,"PKR 19.5 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid will be adjust Manufacture 2005 Registered 2005 2 keys available
https://www.pakwheels.com/used-cars/honda-n-one-2022-for-sale-in-gujranwala-10895450,Honda N One Premium Tourer 2022,2022,"15,000 km",658 cc,Automatic,Petrol,PKR 37.4 lacs,Honda N one premium 2022 model 2025 december clear Top of line Honda sensing Leather interior Verifiable auction sheet Total gneuine 100% Low millage just 17k from japan All max options
https://www.pakwheels.com/used-cars/honda-cr-z-2014-for-sale-in-lahore-10914579,Honda CR-Z Base Grade (Metallic Color) 2014,2014,"52,000 km",1500 cc,Automatic,Hybrid,PKR 33.5 lacs,Honda Crz 2014 MODel like a new car 1/1 neatest car in the town Like a new car
https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-multan-10794101,Honda City Aspire Prosmatec 1.5 i-VTEC 2020,2020,"62,000 km",1500 cc,Automatic,Petrol,"PKR 42 lacs
Financing starts at PKR 104,293/Month","Just like a Zero Meter car. Everything is in genuine condition. Token tax is up to date. first owner, new Tyres"
https://www.pakwheels.com/used-cars/honda-city-2009-for-sale-in-islamabad-10915129,Honda City 1.3 i-VTEC Prosmatec 2009,2009,"170,000 km",1300 cc,Automatic,Petrol,PKR 26.5 lacs,"city model 2009 islamabad num atou Complete original file is availble. Original smart of this car is also available. Fitted with new tires. Lightweight allow rims. All taxes paid. Petrol driven, . Sealed and powerful engine. Minor touchups. mechanical engine gear saspantion ok ac heater on . lac beck camera on . price almost final car visit taxila"
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-10915145,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,"25,000 km",1800 cc,Automatic,Petrol,"PKR 64.5 lacs
Financing starts at PKR 102,963/Month",Civic UG Vti Oriel 2021 Registered ( Karachi ) Totally Original Just 25000 km Spare Unused
https://www.pakwheels.com/used-cars/honda-city-2003-for-sale-in-lahore-10653024,Honda City EXi S Automatic 2003,2003,"92,000 km",1300 cc,Automatic,Petrol,PKR 23.5 lacs,Honda City 2003 Model Total Geniune One and Only Car in this Condition Available in Pakistan Call/SMS in office hours only. Totally driven on petrol. Original book of this car is also available.
https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-sadiqabad-10833363,Honda City Aspire Prosmatec 1.5 i-VTEC 2014,2014,"165,000 km",1500 cc,Automatic,Petrol,PKR 30.25 lacs,"Lightweight allow rims . Original return file is available . Petrol driven, CNG never installed. Original book is available as well. roof pillar diggy bonet % geniune seal to seal geniune"
https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-chakwal-10915064,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2014,"140,000 km",1800 cc,Automatic,Petrol,PKR 39.35 lacs,2014/ 2015 Lahore registered First owner In showroom condition. Original Book is available. Complete original file is availble. Non accidental. Brand new tires100% installed. Paint touchups in a few places. Engine in pristine condition. Urgently need to sellthe car. All service history log maintained. Price is flexible. 0330-72-72-512 Location Chakwal
https://www.pakwheels.com/used-cars/honda-n-one-2022-for-sale-in-lahore-10914981,Honda N One 2022,2022,"12,600 km",660 cc,Automatic,Petrol,PKR 33.75 lacs,After Market Alloy rims. Complete original file is availble . Call/SMS only during office hours please. Brand new tires installed. Exchange is possible with other car .
https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-islamabad-10915105,Honda Civic VTi 1.8 i-VTEC 2010,2010,"200,000 km",1800 cc,Manual,Petrol,PKR 23 lacs,Honda civic 2009 hardtop varient.. outer showered below roof .engine suspension 10/10 ..sound system installed. Serious buyers only contact on whatspp
https://www.pakwheels.com/used-cars/honda-accord-2008-for-sale-in-lahore-10914904,Honda Accord 24TL Sports Style 2008,2008,"115,000 km",2400 cc,Automatic,Petrol,PKR 41.2 lacs,After Market Alloy rims.
https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-islamabad-10478949,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2008,2008,"137,000 km",1800 cc,Automatic,Petrol,PKR 26.5 lacs,Honda Reborn 2008 model Full option Sunroof Lahore Number Only 1 piece touching (Right fender) Genuine stock rims Ac working A to z All sensors in working condition Little bit scrathes on body Good fuel Average Home used car Well mintained Biometric on spot Gift for Reborn lover Only buy and drive Only juma to juma drive car Demand 27lack
https://www.pakwheels.com/used-cars/honda-city-2025-for-sale-in-multan-10914665,Honda City 1.2L CVT 2025,2025,"6,500 km",1200 cc,Automatic,Petrol,"PKR 52.5 lacs
Financing starts at PKR 102,431/Month",Alloy Rims.
https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-islamabad-10915078,Honda Civic Oriel 2024,2024,"33,500 km",1500 cc,Automatic,Petrol,"PKR 83.35 lacs
Financing starts at PKR 103,486/Month",Urgent for Sale!! Full Options Honda Civic - 100% Original - New Battery Installed - Black Flooring for a sleek look - Honda Avenue maintained - First Owner - Service history available - All token taxes paid up to date Contact me for more details and to schedule a viewing
https://www.pakwheels.com/used-cars/honda-accord-2003-for-sale-in-karachi-10914794,Honda Accord CL7 2003,2003,"114,000 km",2000 cc,Automatic,Petrol,PKR 21.45 lacs,Honda accord 2003/2007 Mint condition Only 2 pieces touchup Rest are original Own engine Demand 2150/-
https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-karachi-10735471,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2014,"98,000 km",1800 cc,Automatic,Petrol,PKR 35.95 lacs,2014 UG oriel 1 fender Touchup sunroof leather seats Navigation 98k mileage X rim installed new tyres neat and clear car scratchless body Complete original file is availble . Driven on petrol throughout . Exchange option can be considered.
https://www.pakwheels.com/used-cars/honda-vezel-2015-for-sale-in-karachi-10915112,Honda Vezel Hybrid Z 2015,2015,"80,000 km",1500 cc,Automatic,Hybrid,PKR 44.2 lacs,"Clean cars aren’t for everyone — only people who know quality will understand this one • “Driven with extreme care — interior & exterior both in spotless condition.” • “Engine, suspension & hybrid system performing 100% perfectly.” • “Family-used car, not dealer-abused or rental-driven.” • “Recently serviced – no work required, just buy and drive.” • “Fuel average is excellent — a very economical hybrid.” • “Auction sheet verified — no hidden accidents or stories.” • “One of the cleanest Vezel options available in this category.” • “Hard to find this condition again — serious buyers will understand the value.” If you’re hunting for cheap deals, this isn’t your car. If you’re hunting for a clean ride, you’ve found it"
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-10915072,Honda Civic 1.8 i-VTEC CVT 2017,2017,"100,400 km",1800 cc,Automatic,Petrol,"PKR 48.2 lacs
Financing starts at PKR 102,590/Month",Ak peice touch hn Baki total ok hn
https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-karachi-10915066,Honda City Aspire Prosmatec 1.5 i-VTEC 2021,2021,62 km,1500 cc,Automatic,Petrol,"PKR 42.5 lacs
Financing starts at PKR 105,535/Month",100% original . Complete original file is availble . As good as a brand new car. Need to sell the car urgently.
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-10882762,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,"88,000 km",1800 cc,Automatic,Petrol,"PKR 53.5 lacs
Financing starts at PKR 104,382/Month",Honda Civic Full option UG orignal book/file Engine 100% suspention 100% Interior 10/10 Brandnew tyres Just one fender repaint Sonax Glass coated Just buy and drive fully mantained car
https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-islamabad-10914989,Honda Civic Oriel 2022,2022,"89,000 km",1500 cc,Automatic,Petrol,"PKR 77 lacs
Financing starts at PKR 95,602/Month","Honda civic 2022 model Mint condition, beautiful car Tires are in good condition Engine suspension are mintt Price slightly negotiable"
https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-karachi-10914523,Honda Civic VTi Prosmatec 1.8 i-VTEC 2014,2014,"132,000 km",1800 cc,Automatic,Petrol,PKR 33.5 lacs,"Car is in Immaculate condition, 100% Original bumper to bumper genuine"
https://www.pakwheels.com/used-cars/honda-br-v-2019-for-sale-in-islamabad-10914516,Honda BR-V i-VTEC S 2019,2019,"86,000 km",1500 cc,Automatic,Petrol,"PKR 44.5 lacs
Financing starts at PKR 102,608/Month",First owner Bumper to Bumper
https://www.pakwheels.com/used-cars/honda-n-wgn-2018-for-sale-in-islamabad-10915033,Honda N Wgn Custom G L Package 2018,2018,"95,000 km",660 cc,Automatic,Petrol,PKR 27.5 lacs,Exchange Possible Self Import Car 2018 Import 2026 Registered 3.8 Old Auction Sheet (2018 Year) 1 piece Touch from Japan Total Genuine Black Dual Tone PPF for Protection Islamabad NO Lifetime Token Not A Dealer Family use Car
https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-10914941,Honda Civic VTi Prosmatec 1.8 i-VTEC 2014,2014,"138,000 km",1800 cc,Automatic,Petrol,PKR 28.5 lacs,Honda Civic rebirth Model 2014 Sindh registration Auto Gair🥰 Android LCD back camera Saari shower hai roof genuine hai Abdar sy pack hai Engine suspension 100% ok tyre 75% Mileage 137169🫶 Aj ki date mn sale krni hai urgent Need cash Offers bhejein
https://www.pakwheels.com/used-cars/honda-civic-1998-for-sale-in-lahore-10914931,Honda Civic EXi 1998,1998,"50,000 km",1500 cc,Manual,Petrol,PKR 11.5 lacs,Lightweight allow rims. Original book of this car is also available. All service history log maintained. Original return file is available. Never been into any accident. Fitted with new tires. Token tax is up to date. Urgently need to sell the car. Totally driven on petrol. Minor Accidental Cars. Engine is changed. No call/SMS will be answered after office hours
https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-islamabad-10914936,Honda Civic VTi Oriel 1.8 i-VTEC 2006,2006,"248,000 km",1800 cc,Manual,Petrol,PKR 21 lacs,"Honda Reborn 2006 model sunroof Biometric on spot . Tunk touching roof pillar genuine sides Shower condition 10/9 engine 10/10 suspension 10/10 tyre 10/7 overall car was very good condition interior fully genuine recently kaam karaya hay total cost 1lac 20k ka huwa hay jis may mechanically kaam huwa hay sara gari andr wali side se rust hay foot boat se pehly bata ra taky na ap ka time waste ho na mera ho. AFTER MARKET LOW PROFILE TYRE (YOKOHAMA) AND RIMS. Sound system Boofer back two speaker genuine pioneers. with out Amplifier. if you want more pictures then call me or whatsapp me. sim par call na karyn whatsapp pr jab marzi kar lyn. 0333;"""";"";450;*;"";77;""""! ""! 59 Call/SMS only during office hours please. Exchange option can be considered. Never been into any accident. Will be sold to nearest offer."
https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-10915016,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2014,"121,000 km",1800 cc,Automatic,Petrol,PKR 35.5 lacs,New tyres x ky alloy rim lagy hain or bhi bht extra saman laga hoa gari ko
https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-rawalpindi-10914934,Honda Civic VTi Oriel 1.6 2004,2004,"200,200 km",1600 cc,Manual,Petrol,PKR 1.7 lacs,Honda civic eagle eye 2004 Islamabad registered Outer full showered for fresh look inner total genuine D16b engine Carbon fiber steering allowrims All original documents are complete .
https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-rawalpindi-10914654,Honda City 1.3 i-VTEC Prosmatec 2021,2021,"119,000 km",1300 cc,Automatic,Petrol,"PKR 39.8 lacs
Financing starts at PKR 98,830/Month",Need to sell the car urgently. Price is slightly negotiable. Serious buyers only. Thank you.
